No,Wavelet transform,easting,northing,within_10km,NSE_test,KGE_test,Pearson_r_test,Spearman_r_test,Mean_ratio_test,STD_ratio_test,Mean,Std,Sample Count,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,Aquifer,Top Soil,Sub Soil,Poor20,Poor10
3091,Multiannual,359527,369445,FALSE,-4426.5186,-3.8031006,0.687492,0.725867702,5.7470174,1.6617904,3.003786532,0.214329607,1567,2.250273823,1.444050568,283.2891665,6.877820409,0.00656402,4.427187191,100412.4033,322.6340687,115.9061747,71.40744019,0.550632298,4.400001526,4,87,9,1.730000019,4,88,8,1.74000001,33,0.01,6.921341075,323.1294127,1,0,Triassic Sandstone,sand,sand,#N/A,#N/A
3128,Decadal,445753,461751,TRUE,-641.89056,-0.24181485,0.78523755,0.766216082,0.060072467,1.7826442,5.15087557,0.191149393,1824,1.870974811,1.459312997,283.1737386,7.298685801,0.006472555,4.377416926,100941.5475,320.7772953,117.4626753,21.16728592,0.760853052,6.700000763,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,5.512199825,62.66414837,251,0,Triassic Sandstone,loam,clay loam,#N/A,#N/A
3136,Multiannual,358148,367598,FALSE,-3801.8572,-1.3398015,0.5390324,0.594797194,2.464972,2.7652466,7.160933886,0.1702424,1268,2.227929901,1.448275431,283.2750441,6.877820409,0.006562371,4.433555685,100366.5661,322.5716012,116.4301311,79.51822662,0.943544209,3.900001526,4,87,9,1.730000019,4,88,8,1.74000001,33,0.01,5.318129451,191.1858957,1,0,Triassic Sandstone,sand,sand,#N/A,#N/A
3249,Annual,429575,283405,TRUE,-13.9952,-1.1761496,-0.6041204,-0.589271963,2.4481208,1.2556801,4.443936099,1.949096565,74,1.980613364,1.486057228,283.2804036,8.078422874,0.006557827,4.353400686,99846.92933,321.483783,118.7463025,118.7438812,2.923688412,0,22,41,37,1.399999976,29,37,34,1.350000024,300,0.00064,5.174829258,1531.037819,501,0,Unallocated to aquifers,loam,clay loam,0,0
3251,Annual,429565,283405,TRUE,-33.17028,-1.2308996,-0.37499392,-0.263997098,2.755174,1.075305,5.636926662,1.771058337,52,1.980613364,1.486057228,283.2804036,8.078422874,0.006557827,4.353400686,99846.92933,321.483783,118.7463025,118.3353882,2.299567699,0,22,41,37,1.399999976,29,37,34,1.350000024,300,0.00064,5.164849964,1526.705635,501,0,Unallocated to aquifers,loam,clay loam,0,0
3360,Multiannual,391096,377494,FALSE,-3486.329,-4.529551,0.11415127,-0.04827532,2.2572868,6.3113847,8.446034603,0.180845476,1826,2.546768897,1.361759027,282.9116931,6.901916814,0.006429284,3.595291337,99736.22482,320.5378343,113.3996414,124.418251,1.5235641,15.70000458,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.247652304,713.0517624,101,0,Triassic Sandstone,sand,sand,0,0
3361,Multiannual,591287,164798,TRUE,-35.718536,-3.7188334,0.4923515,0.46235448,5.691392,1.0266627,0.287773509,0.226030892,1826,1.447809416,1.470156461,284.4533094,7.604655088,0.00701075,3.702476273,101308.3051,323.2130651,120.9350464,2.43599987,3.28891921,0,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,27.38413861,758.91207,251,0,Chalk,loam,clay loam,#N/A,#N/A
3372,Annual,500045,333785,FALSE,-5.2761173,-0.21744561,0.6135618,0.830033701,0.26723,0.10787475,17.86056881,5.63368423,58,1.750219061,1.503023712,283.3383856,8.170701117,0.00654039,4.479856909,100431.8706,320.8341475,118.958695,69.67005157,3.061220407,2.5,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,4.654866092,46.75532264,101,0,Oolites,clay,clay,#N/A,#N/A
3378,Multiannual,381770,390045,FALSE,-546.3661,-2.1453955,-0.038866267,-0.001282695,2.8311627,3.3369331,1.441745576,0.11414323,1593,2.486801748,1.404574153,283.4483906,6.901916814,0.006577593,3.591619393,100920.7497,323.1919025,115.4432823,32.74523544,0.6833148,6.5,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,2.199399543,3795.116632,101,0,Triassic Sandstone,loam,clay loam,0,0
3416,Annual,339245,396655,TRUE,-1027.1271,-3.8873968,0.81564003,0.783622159,5.64443,2.5106468,0.814720313,0.118194197,1826,2.460624317,1.444523341,283.5288006,6.877820409,0.006630099,4.434400116,101098.1022,323.958377,115.311862,16.58448029,0.664932191,3.200000763,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,0.457186957,3237.758721,101,0,Triassic Sandstone,sandy loam,sandy clay loam,#N/A,#N/A
3438,Multiannual,428401,147621,TRUE,-12.01423,0.69069564,0.8919817,0.890451597,1.2811291,0.9295187,25.6722101,2.016604027,1729,2.074041616,1.460465746,283.8848734,8.146276078,0.006829426,3.547865473,100376.9016,322.666231,122.8283443,107.3703613,0.105370231,24.5,19,37,44,1.409999967,0,0,0,0,550,0.015,26.81146838,237.3397491,1,0,Chalk,loam,,#N/A,#N/A
3445,Annual,486406,112749,TRUE,-117.20825,-2.3604975,0.8181983,0.902735161,4.0197377,2.4632454,4.291298135,1.207495111,1700,2.671905807,1.428641268,284.1084842,6.336254195,0.006933394,4.152941563,100688.6701,322.0002465,116.8428631,53.38272095,1.917137623,4.5,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,19.41798677,90.20287372,1001,0,Chalk,loam,loam,#N/A,#N/A
3447,Annual,445400,182970,TRUE,-2.1666813,0.7178872,0.9397134,0.942956275,0.7460806,0.89286464,20.40028514,2.967269347,49,1.993263961,1.512341152,283.3729658,7.847316624,0.006636061,4.285186169,99502.72835,320.5645227,123.3079858,145.7896729,2.288139105,3.800003052,19,37,44,1.409999967,0,0,0,0,550,0.015,26.6080228,93.34928676,51,4.667307377,Chalk,loam,,#N/A,#N/A
3469,Annual,431189,181029,TRUE,-0.057066917,0.6302208,0.68779004,0.686007859,1.1929545,0.95494246,9.957931229,2.836844174,1792,1.917907994,1.436895359,283.3195085,7.806790904,0.006632217,3.562163118,99328.54847,320.5231485,121.5649007,137.068222,2.495629787,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,24.43502458,66.01818471,51,0,Chalk,loam,loam,#N/A,#N/A
