No,Wavelet transform,period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,train,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std
1063,Multiannual,6.1,Woodleys,308505,91463,50.715567,-3.297346,Triassic Sandstone,sand,sand,2.462388044,1.475724257,283.6843958,6.729059364,0.006878821,4.083365743,100829.4941,323.0290818,127.9442376,,1971,2014,44,0.194520548,8952,518,176,44,203.4545455,11.77272727,4,11.08315014,0.701400577,,2015,2019,5,0.01369863,1774,60,20,5,354.8,12,4,11.41751906,0.43960769
1075,Multiannual,7.1,Woodgreen,419210,116518,50.947778,-1.727915,Chalk,sand,sand,2.421058979,1.419408254,283.2964175,7.384454044,0.00664561,4.328163193,100479.1428,320.2983805,118.2801272,,1992,2014,23,0.517808219,247,230,87,23,10.73913043,10,3.782608696,30.98173421,0.355974068,,2015,2019,5,0.128767123,56,53,20,5,11.2,10.6,4,30.91870789,0.294256023
1085,Annual,1,Ford Farm Cottages,471835,149655,51.241555,-0.972307,Chalk,loam,clay loam,2.095851314,1.360494846,283.1558031,8.204714845,0.00656077,3.555743617,100442.297,319.6658629,115.4049162,,1971,2014,44,0.797260274,493,486,172,44,11.20454545,11.04545455,3.909090909,2.727970915,0.722103335,,2015,2019,5,0.24109589,56,56,20,5,11.2,11.2,4,2.854016989,0.599664872
1087,Annual,1,Lechlade Ski Jump,417530,200470,51.702695,-1.747725,Oolites,clay,clay,1.898798087,1.402892781,283.1431457,7.673734289,0.006541293,3.774745437,100482.1371,321.2899406,116.6625524,,2004,2014,11,0.254794521,117,114,41,11,10.63636364,10.36363636,3.727272727,0.462699982,0.152073741,,2015,2019,5,0.246575342,55,54,20,5,11,10.8,4,0.449621505,0.141079194
1088,Multiannual,7.1,Patshull,381185,300905,52.605589,-2.279252,Triassic Sandstone,sand,loamy sand,1.857747458,1.361354798,282.7914016,7.724265635,0.006404301,3.914905609,100176.4179,321.1097611,111.8931154,,1987,2014,28,1.169863014,313,302,107,27,11.59259259,11.18518519,3.962962963,0.689100106,0.34086033,,2015,2019,5,0.323287671,53,50,20,5,10.6,10,4,0.637705809,0.292398047
1093,Multiannual,7.1,River Hill,507980,215060,51.823731,-0.43465,Chalk,sandy clay loam,clay loam,1.918232863,1.473797043,282.7997812,7.768495066,0.006394896,4.491937271,99954.7748,318.5461074,118.2550346,,1993,2014,22,0.328767123,3039,242,87,22,138.1363636,11,3.954545455,2.92138285,1.810244517,,2015,2019,5,0.046575342,1620,60,20,5,324,12,4,5.202834845,1.719758161
1097,Annual,1,Summerdown Farm,421899,155400,51.297305,-1.687288,Chalk,loam,,2.240099308,1.40347883,282.7371893,7.947018429,0.006455779,3.674493535,99532.50685,318.5240697,120.8241219,,1992,2014,23,0.517808219,264,252,91,23,11.47826087,10.95652174,3.956521739,11.52845505,3.63643423,,2015,2019,5,0.243835616,50,46,20,5,10,9.2,4,13.1080505,3.650414711
1100,Multiannual,7.1,Hughenden Church,486475,195515,51.65178,-0.751439,Chalk,sandy clay loam,clay loam,2.108283446,1.407507119,282.9528899,8.020335061,0.00645695,3.672439834,100175.5411,319.3059677,118.0357234,,1995,2014,20,1.263013699,197,188,69,19,10.36842105,9.894736842,3.631578947,8.980883762,0.651142808,,2015,2019,5,0.24109589,55,55,20,5,11,11,4,9.446593037,0.657538259
1104,Multiannual,7.1,Waterditch Farm,593350,152390,51.237917,0.768431,Lower Greensand,sandy clay loam,clay loam,2.128938697,1.427944079,282.6123303,7.311773177,0.006485612,5.382040319,99158.17537,316.1803218,117.2724402,,1984,2014,31,1.093150685,322,296,113,31,10.38709677,9.548387097,3.64516129,78.8761597,0.352154014,,2015,2019,5,0.353424658,50,50,20,5,10,10,4,78.894351,0.334943816
1112,Annual,1,Hamsey Place Farm,541193,112242,50.892408,0.00619,Chalk,loam,loam,2.405387718,1.382979457,283.6972662,5.778736839,0.006819184,3.518859332,101348.7314,320.9264765,120.0804226,,1975,2014,40,0.550684932,404,382,158,40,10.1,9.55,3.95,6.799595367,0.412800825,,2015,2019,5,0.164383562,59,59,20,5,11.8,11.8,4,6.690323258,0.422999983
1113,Annual,1,Mace Farm,544973,160614,51.326151,0.079318,Chalk,sandy clay loam,clay loam,2.160800964,1.380258894,282.7493934,8.253918987,0.006453051,4.416550488,99578.6117,317.0766624,113.413295,,1993,2014,22,0.408219178,259,228,86,22,11.77272727,10.36363636,3.909090909,57.71319005,0.966019013,,2015,2019,5,0.268493151,57,57,20,5,11.4,11.4,4,57.93548769,0.759745709
1126,Annual,1,Brookside Blewbury,452805,185805,51.568647,-1.23952,Chalk,loam,loam,1.881609354,1.382063753,283.1260661,7.708993464,0.006525436,3.672636928,100453.8186,320.4756155,115.1566189,,1988,2014,27,0.802739726,460,296,103,27,17.03703704,10.96296296,3.814814815,3.15722169,0.407886583,,2015,2019,5,0.136986301,60,60,20,5,12,12,4,3.06446082,0.226338242
1138,Annual,1,Cherry Tree,471545,410005,53.581753,-0.920817,Triassic Sandstone,sandy loam,sandy clay loam,1.603021019,1.437731499,282.8786322,7.308882087,0.006351436,4.711618154,101281.3065,320.9615529,112.4324926,,1971,2014,44,0.671232877,904,502,174,44,20.54545455,11.40909091,3.954545455,2.884281203,0.627008015,,2015,2019,5,0.189041096,57,56,20,5,11.4,11.2,4,3.122744369,0.202468302
1153,Multiannual,7.1,Teynham,595660,163490,51.336819,0.807556,Chalk,loam,clay loam,1.650313238,1.406523024,283.6566269,7.311773177,0.006759917,3.905945479,101281.0089,321.1331098,117.0577753,,1982,2014,33,1.306849315,364,311,124,33,11.03030303,9.424242424,3.757575758,2.019751105,0.280265117,,2015,2019,5,0.243835616,55,55,20,5,11,11,4,1.974355501,0.186796924
1171,Annual,1,Swanbourne South,501160,108370,50.865993,-0.563861,Chalk,clay,clay,2.301498909,1.488830233,283.459083,6.021393112,0.006712237,4.176824737,100896.0027,319.8813778,126.3277554,,1977,2014,38,0.780821918,3907,417,147,38,102.8157895,10.97368421,3.868421053,7.812052961,0.350142478,,2015,2019,5,0.498630137,1442,50,18,5,288.4,10,3.6,8.028364043,0.347687214
1176,Annual,1,Foxton,542347,246775,52.100996,0.076824,Chalk,sandy loam,sandy loam,1.481433012,1.429939427,283.354345,7.940990308,0.006530967,3.895374082,101238.2511,320.980483,114.756971,,1999,2014,16,0.41369863,165,164,62,16,10.3125,10.25,3.875,8.288024821,1.28691126,,2015,2019,5,0.24109589,52,52,20,5,10.4,10.4,4,8.901543469,1.171164314
1178,Annual,1,South Charford Farm,415298,120231,50.981283,-1.783446,Chalk,loam,clay loam,2.294598357,1.437986719,283.3695647,7.384454044,0.006665454,3.599493743,100636.0107,320.8043273,123.7466131,,2000,2014,15,0.517808219,156,146,55,15,10.4,9.733333333,3.666666667,21.8818367,2.074225411,,2015,2019,5,0.136986301,54,53,20,5,10.8,10.6,4,22.02415151,1.753766836
1197,Multiannual,8.5,Well House,568960,157070,51.2877,0.421603,Lower Greensand,sandy clay loam,clay loam,1.8607824,1.378194233,283.4324394,8.253918987,0.00667452,3.745072859,100942.7279,320.1086193,115.9137698,,1972,2014,43,1.668493151,458,451,161,42,10.9047619,10.73809524,3.833333333,17.56665574,0.345309327,,2015,2019,5,0.131506849,61,60,20,5,12.2,12,4,17.79150612,0.226804923
1209,Annual,1,Highcliffe Farm,408195,371355,53.23915,-1.878663,Carboniferous Limestone,loam,loam,3.420864076,1.296442633,281.1493985,6.465172406,0.005894255,3.838907982,97405.34828,313.5213799,111.335276,,1976,2014,39,0.493150685,662,437,152,39,16.97435897,11.20512821,3.897435897,86.1062802,7.531066188,,2015,2019,5,0.578082192,54,54,19,5,10.8,10.8,3.8,86.09360089,7.463201809
1218,Annual,1,Charlton Road,488695,113025,50.909886,-0.739813,Chalk,loam,clay loam,2.683321731,1.416216917,283.1363153,6.021393112,0.00660312,3.433398049,100238.3725,318.5842394,124.4239892,,1981,2014,34,0.476712329,337,298,130,34,9.911764706,8.764705882,3.823529412,2.774113119,1.90675861,,2015,2019,5,0.167123288,68,59,20,5,13.6,11.8,4,2.965039546,1.919001974
1219,Annual,1,Elmswell Hall,499533,458169,54.009939,-0.482672,Chalk,sandy loam,sandy loam,1.865636455,1.382158607,282.4975268,6.532711498,0.006285454,4.135553614,100547.6375,318.790225,114.8885091,,1983,2014,32,0.665753425,6452,363,123,32,201.625,11.34375,3.84375,5.602743048,1.172818868,,2015,2019,5,0.071232877,1800,60,20,5,360,12,4,5.465305664,1.200723008
1221,Annual,1,Broomscot,600320,280514,52.38599,0.942173,Chalk,clay loam,sandy clay loam,1.700454777,1.444057416,283.2347917,7.966193337,0.006525355,4.270187181,101270.6003,319.8995565,116.3638303,,1982,2014,33,0.939726027,390,364,125,33,11.81818182,11.03030303,3.787878788,3.308462957,0.282059242,,2015,2019,5,0.205479452,57,56,20,5,11.4,11.2,4,3.354705062,0.188414355
1229,Annual,1,Beehive Cottage,372065,225055,51.923302,-2.407611,Triassic Sandstone,loam,clay loam,2.074263306,1.421470611,283.2937143,7.367098251,0.006608855,3.951347758,100832.6742,322.8134155,117.753214,,1973,2014,42,0.504109589,653,476,167,42,15.54761905,11.33333333,3.976190476,8.484886659,0.552434014,,2015,2019,5,0.490410959,53,47,19,5,10.6,9.4,3.8,8.418195625,0.512955404
1231,Annual,1,Tewin Water,525725,214639,51.816241,-0.17746,Chalk,loam,loam,1.749347996,1.434794038,283.1806465,7.768495066,0.006502129,3.763866637,100709.3001,320.0490846,117.5667559,,1986,2014,29,1.005479452,285,282,107,29,9.827586207,9.724137931,3.689655172,7.132129646,0.301886821,,2015,2019,5,0.331506849,51,51,20,5,10.2,10.2,4,7.136975879,0.156831615
1239,Multiannual,7.1,London Road Little Missenden,490487,199850,51.690116,-0.692342,Chalk,sandy clay loam,clay loam,2.1408186,1.379612198,282.7921438,8.020335061,0.006407819,3.683228006,99869.74202,318.5470905,115.2904852,,1991,2014,24,0.717808219,497,269,91,24,20.70833333,11.20833333,3.791666667,1.698999955,0.926750449,,2015,2019,5,0.230136986,82,50,20,5,16.4,10,4,1.916496151,0.493946881
1240,Annual,1,Dalton Middle,490319,451402,53.950829,-0.625228,Chalk,loam,loam,2.034706947,1.394866448,282.1016331,7.308882087,0.006164426,4.82987338,100062.4782,317.0502282,114.6395084,,1984,2014,31,1.243835616,344,333,117,31,11.09677419,10.74193548,3.774193548,87.93383018,2.999131137,,2015,2019,5,0.167123288,58,58,20,5,11.6,11.6,4,87.71222633,3.03621305
1246,Decadal,42.7,Leeds Trident,428456,434151,53.802872,-1.56941,Unallocated to aquifers,loam,clay loam,1.875386327,1.364049042,282.5690806,6.615016949,0.006243574,3.820575293,100717.4748,320.055809,111.7826118,,1971,2014,44,0.326027397,507,499,175,44,11.52272727,11.34090909,3.977272727,3.707221451,0.47520071,,2015,2019,5,0.254794521,55,53,20,5,11,10.6,4,3.977121755,0.170701421
1250,Annual,1,Ashton Farm,366155,88067,50.691258,-2.480502,Chalk,loam,loam,2.787224465,1.506293522,283.2210416,7.594616927,0.006677923,4.477417527,100143.2952,319.9665585,129.0467604,,1992,2014,23,0.01369863,8325,275,92,23,361.9565217,11.95652174,4,3.977500573,2.284135232,,2015,2019,5,0.01369863,1813,60,20,5,362.6,12,4,3.958884846,2.182857312
1252,Annual,1,New Buildings,384085,85589,50.669745,-2.226562,Chalk,sandy loam,sandy loam,2.59438489,1.436548067,283.5590792,7.594616927,0.006763459,4.37744217,100850.297,321.1958824,120.5426287,,1992,2014,23,0.479452055,258,249,88,23,11.2173913,10.82608696,3.826086957,11.08939756,1.295170632,,2015,2019,5,0.473972603,46,45,19,5,9.2,9,3.8,11.0942223,0.986682231
1253,Annual,1,Tresillian,529927,236255,52.00952,-0.10839,Chalk,sandy loam,sandy loam,1.665139912,1.393112699,283.0267926,7.96195184,0.006443625,3.83169606,100491.6747,319.5297015,113.1839329,,1999,2014,16,0.843835616,148,146,58,16,9.25,9.125,3.625,21.74174913,4.75214846,,2015,2019,5,0.282191781,46,45,20,5,9.2,9,4,23.58444889,4.019208158
1266,Annual,1,Rectory Farm,546105,250196,52.130752,0.133117,Chalk,sandy loam,sandy loam,1.491804722,1.432642072,283.3779346,7.940990308,0.006536289,3.916301714,101311.1395,321.0870308,114.7444972,,1999,2014,16,0.347945205,166,165,62,16,10.375,10.3125,3.875,2.386012002,0.610957396,,2015,2019,5,0.273972603,50,50,20,5,10,10,4,2.64082405,0.522553117
1270,Multiannual,7.1,Plaistowes Farm,512008,204631,51.729209,-0.379591,Chalk,sandy clay loam,clay loam,1.891925378,1.420428552,282.9766639,7.768495066,0.006453161,3.7134074,100253.0074,319.1662198,117.8174344,,1986,2014,29,0.501369863,311,308,114,29,10.72413793,10.62068966,3.931034483,24.99750246,1.313923696,,2015,2019,5,0.260273973,52,52,20,5,10.4,10.4,4,25.97386902,0.727085859
1282,Annual,1,Middledale,503845,465217,54.072411,-0.414492,Chalk,loam,clay loam,1.956823981,1.384238995,282.2779449,6.532711498,0.006236158,4.169368415,100168.985,317.7011641,116.9059051,,1979,2014,36,0.764383562,1307,403,140,36,36.30555556,11.19444444,3.888888889,17.13189716,2.864474986,,2015,2019,5,0,1826,60,20,5,365.2,12,4,17.41651687,2.486251344
1284,Annual,1,Queens Park High School,340881,365818,53.186143,-2.886164,Triassic Sandstone,loam,clay loam,1.890259407,1.361256419,283.0893194,6.868870948,0.006473608,3.946828197,101123.4757,323.03758,110.7891837,,2004,2014,11,0.509589041,3509,119,41,11,319,10.81818182,3.727272727,12.45923265,0.238719559,,2015,2019,5,0,1826,60,20,5,365.2,12,4,12.37120393,0.200911417
1286,Annual,0.4,Cothill Quarry,445765,199015,51.688028,-1.339363,Corallian Limestone,sandy loam,sandy loam,1.693039119,1.404969245,283.1111079,7.708993464,0.006514142,3.712942664,100488.5816,320.7396295,116.7184483,,2001,2014,14,0.347945205,160,156,54,14,11.42857143,11.14285714,3.857142857,5.36969806,0.547479562,,2015,2019,5,0.860273973,49,49,18,5,9.8,9.8,3.6,5.487270764,0.563006004
1290,Annual,1,Old Foundry Cottages,411329,127124,51.043356,-1.839771,Chalk,loam,,2.340851081,1.467280032,283.2359615,7.947018429,0.006624366,4.390245764,100419.3435,320.4037842,122.2004918,,1992,2014,23,0.509589041,250,245,91,23,10.86956522,10.65217391,3.956521739,19.85956804,0.83119537,,2015,2019,5,0.221917808,53,51,20,5,10.6,10.2,4,20.15273257,1.096146524
1298,Annual,1,Lower Standean,531477,110750,50.88129,-0.132412,Chalk,loam,,2.417662072,1.347697138,282.9761142,5.977641657,0.006602056,4.23682634,99924.84993,317.5111855,115.9398089,,1979,2014,36,0.342465753,414,380,140,36,11.5,10.55555556,3.888888889,30.96592078,7.050434444,,2015,2019,5,0.17260274,59,58,20,5,11.8,11.6,4,32.37067678,6.726010653
1302,Annual,1,Dirtness,474955,409795,53.57939,-0.869372,Triassic Sandstone,sandy loam,sandy clay loam,1.59486751,1.439927952,282.8861695,7.308882087,0.006355534,4.722616611,101295.0725,320.9542031,112.6531022,,1994,2014,21,1.106849315,231,229,79,21,11,10.9047619,3.761904762,3.466576524,0.329469528,,2015,2019,5,0.22739726,58,56,20,5,11.6,11.2,4,3.427310215,0.227060849
1304,Multiannual,7.1,Wilderness Nackington,615432,155355,51.256636,1.086079,Lower Greensand,sandy loam,sandy loam,1.960341546,1.378623136,283.3789501,6.381855311,0.006736035,4.034321282,100634.1999,319.8659945,117.0881104,,1971,2014,44,2.767123288,386,360,144,40,9.65,9,3.6,39.45749303,0.67778631,,2015,2019,5,0.249315068,58,57,20,5,11.6,11.4,4,39.45426363,0.761299912
1309,Annual,1,Ashington Jinkes Farm,511805,115445,50.927631,-0.410489,Lower Greensand,sandy loam,sandy loam,2.537922873,1.410398005,283.4358144,5.977641657,0.006701659,4.210481625,100838.0259,319.8511061,117.7682901,,1977,2014,38,0.471232877,417,410,148,38,10.97368421,10.78947368,3.894736842,10.21820129,1.60404719,,2015,2019,5,0.205479452,54,53,20,5,10.8,10.6,4,9.974585515,1.606319396
1315,Annual,1,Stancombe Farm,435323,182350,51.538946,-1.492082,Chalk,loam,loam,2.04526428,1.435027662,282.5352933,7.708993464,0.006370598,4.453080009,99244.181,317.8816633,118.6737693,,1971,2014,44,1.01369863,1976,475,166,44,44.90909091,10.79545455,3.772727273,40.83310908,5.095503683,,2015,2019,5,0.2,795,58,20,5,159,11.6,4,42.65168529,4.823390853
1320,Annual,1,Arkesden,548197,234466,51.988875,0.156837,Lower Greensand,clay,clay,1.744261914,1.481413512,282.9609163,7.991563422,0.00643051,4.636218368,100373.2546,318.8947316,117.1804972,,1999,2014,16,0.265753425,176,175,63,16,11,10.9375,3.9375,19.6011842,1.72570161,,2015,2019,5,0.175342466,48,48,18,5,9.6,9.6,3.6,20.13482056,1.759055625
1322,Annual,0.8,East Lane Ovington,457055,131715,51.081923,-1.186851,Chalk,sandy clay loam,clay loam,2.291349946,1.353732207,283.2945369,8.220511404,0.006620537,3.521979056,100637.3378,320.138512,115.4271258,,2001,2014,14,0.180821918,152,150,53,14,10.85714286,10.71428571,3.785714286,26.90842873,0.239133325,,2015,2019,5,0.18630137,58,58,20,5,11.6,11.6,4,26.92728989,0.201824098
1326,Multiannual,7.1,Pump Close,568642,158394,51.299688,0.417672,Lower Greensand,sandy clay loam,clay loam,1.836549259,1.387616146,283.5165283,8.253918987,0.006696362,3.747560961,101115.8834,320.5138896,116.357586,,1972,2014,43,0.739726027,475,466,167,43,11.04651163,10.8372093,3.88372093,4.824497758,0.622059131,,2015,2019,5,0.18630137,58,58,20,5,11.6,11.6,4,4.894372531,0.401961932
1330,Multiannual,6.1,Lime Kiln Way,337656,106710,50.856524,-2.88709,Triassic Sandstone,sandy loam,sandy loam,2.80230637,1.445871764,283.2115977,6.825736699,0.00669697,3.945807548,100132.3395,320.7828949,126.6590963,,1971,2014,44,0.734246575,4464,508,174,44,101.4545455,11.54545455,3.954545455,2.860530082,0.612398161,,2015,2019,5,0.032876712,1605,60,20,5,321,12,4,3.094728664,0.389690505
1338,Annual,1,Thurning Road,604500,329590,52.825013,1.03382,Chalk,loam,loam,1.97002645,1.471346091,282.8119132,7.174165862,0.006444417,5.239588119,100706.9612,318.3322462,118.3594386,,1984,2013,30,0.197260274,331,327,114,30,11.03333333,10.9,3.8,0.38135589,0.39380655,,2015,2019,5,0.342465753,45,44,19,5,9,8.8,3.8,0.410472372,0.320308802
1359,Annual,1,The Arms,587801,297801,52.545651,0.76818,Chalk,sand,sand,1.845788666,1.486533462,283.0210852,7.663905529,0.006458587,5.009706614,100825.2078,319.2263703,116.5053872,,1999,2014,16,0.350684932,387,175,63,16,24.1875,10.9375,3.9375,27.3140333,1.217363061,,2015,2019,5,0.131506849,558,54,20,5,111.6,10.8,4,27.17585583,1.231343568
1362,Annual,1,Stanmoor Hall,545393,248320,52.114085,0.121922,Chalk,loamy sand,sandy loam,1.492463686,1.426901622,283.3362305,7.940990308,0.006525723,3.910662156,101212.6305,320.8682661,114.4537923,,1999,2014,16,0.252054795,170,168,63,16,10.625,10.5,3.9375,6.427313464,0.441759787,,2015,2019,5,0.273972603,46,46,20,5,9.2,9.2,4,6.55533904,0.510295329
1374,Annual,1,Bosham Newells Lane,480015,105855,50.84669,-0.864813,Chalk,loam,clay loam,2.063306882,1.39524917,283.7376762,6.021393112,0.006782287,3.408671405,101433.216,321.3107796,120.2648271,,1979,2014,36,0.654794521,377,333,134,36,10.47222222,9.25,3.722222222,5.296488268,0.385370367,,2015,2019,5,0.397260274,56,56,19,5,11.2,11.2,3.8,5.212579117,0.338054109
1375,Annual,1,Red House,579730,116545,50.920369,0.555725,Corallian Limestone,loam,loam,2.331815863,1.391605816,283.522118,7.116344151,0.006828177,3.715416945,100972.8936,320.2630599,122.190988,,1973,2014,42,1.717808219,349,344,151,40,8.725,8.6,3.775,13.24177212,1.427477021,,2015,2019,5,0.128767123,60,60,20,5,12,12,4,13.38567565,1.382662126
1378,Multiannual,7.1,Bryants Heath 1,625865,329195,52.812949,1.35009,Crag,loam,clay loam,1.79280709,1.481019959,282.9732513,7.174165862,0.006524584,5.395138267,101062.5768,318.8761379,119.8576394,,1996,2014,19,0.682191781,173,170,73,19,9.105263158,8.947368421,3.842105263,2.126830456,0.457650574,,2015,2019,5,0.35890411,45,45,20,5,9,9,4,2.38055878,0.210195676
1390,Annual,1,Barnsheath Farm,432835,310105,52.687636,-1.515672,Triassic Sandstone,loam,loam,1.783999256,1.39631938,282.7717773,7.555826268,0.006357606,3.849666161,100302.8265,320.5874513,113.8622935,,1978,2014,37,0.668493151,688,407,142,37,18.59459459,11,3.837837838,2.591241522,0.555122915,,2015,2019,5,0.230136986,53,48,19,5,10.6,9.6,3.8,2.194381331,0.417117198
1392,Annual,1,South Wold Farm,492272,444136,53.8852,-0.597668,Chalk,loam,,1.955130167,1.417129132,282.3441798,7.308882087,0.006230462,4.835052433,100505.1977,318.1685876,115.3520112,,1980,2014,35,1.052054795,400,384,134,35,11.42857143,10.97142857,3.828571429,34.03475562,3.542717105,,2015,2019,5,0.117808219,60,60,20,5,12,12,4,33.51988062,3.664742465
1394,Annual,1,North Bottom,532167,111856,50.891073,-0.12221,Chalk,loam,clay loam,2.564680494,1.371376118,282.7422242,5.977641657,0.006533932,4.997935436,99456.63706,316.4260587,115.1462088,,1979,2014,36,0.77260274,370,348,138,36,10.27777778,9.666666667,3.833333333,46.78986849,6.29483147,,2015,2019,5,0.17260274,59,58,20,5,11.8,11.6,4,47.49851897,6.341528072
1396,Annual,1,Hill Top Farm,429013,451669,53.960285,-1.559301,Unallocated to aquifers,loam,clay loam,2.263469303,1.400136798,281.9995656,6.615016949,0.00608547,4.564619764,99689.82581,317.3506988,113.5875383,,1973,2014,42,0.367123288,464,458,164,42,11.04761905,10.9047619,3.904761905,28.01705621,0.359065436,,2015,2019,5,0.380821918,51,44,19,5,10.2,8.8,3.8,27.86615484,0.368050445
1409,Annual,1,Allington Down,407385,165585,51.389256,-1.895248,Chalk,loam,clay loam,2.172165761,1.424391782,282.4170773,7.947018429,0.006367823,5.253579587,98920.68093,317.3953562,115.7426339,,1984,2014,31,0.564383562,347,331,123,31,11.19354839,10.67741935,3.967741935,37.70288751,5.27791878,,2015,2019,5,0.145205479,55,55,19,5,11,11,3.8,38.65368709,5.368948051
