No,Wavelet transform,Period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,Corr
2948,Annual,1,Woodhouse Farm,499911,444161,53.884011,-0.481484,Chalk,loam,clay loam,1.89594742,1.462148564,283.2307535,6.699781022,0.006549333,4.666355844,100882.4112,320.3702897,118.4758584,19.04374695,1.66729939,3.699999809,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,12.99765735,178.8855266,51,0,,2015,2019,5,0.117808219,60,60,20,5,12,12,4,6.104580283,1.450787478,0.812327269
2972,Multiannual,7,Sheffield Forest,542202,126857,51.023501,0.026232,Corallian Limestone,sandy loam,sandy loam,2.285377876,1.39931215,284.0541372,8.545290384,0.00693858,3.430603916,100578.4766,321.4521925,120.5469973,77.99575806,0.430284441,26.10000229,9,77,14,1.600000024,17,67,16,1.480000019,50,0.00014,0.510123124,75.74136272,1,0,,2015,2019,5,0.15890411,59,58,20,5,11.8,11.6,4,30.11982586,0.358273254,0.869674306
2981,Annual,1,Middle Harling,598956,285441,52.430723,0.925085,Chalk,sand,loamy sand,1.747864181,1.530233629,283.9772875,8.134556528,0.006744829,4.260470427,101339.2402,321.5979546,121.0157872,19.75402451,0.859431386,2.100000381,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,72.09932238,56.64090788,5001,308.186554,,2015,2019,5,0.161643836,58,58,20,5,11.6,11.6,4,0.876783131,0.390855794,0.895497335
2989,Multiannual,6,New House Farm Chartham,613164,154883,51.253249,1.053344,Lower Greensand,sandy loam,sandy loam,1.975301207,1.485058117,283.9646458,6.701862052,0.006937018,4.556163419,100184.5749,320.8342667,121.7722889,84.17585754,2.875423431,39.00000381,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,30.85227005,607.0753255,1001,0,,2015,2019,5,0.210958904,57,55,20,5,11.4,11,4,63.64269965,0.775208309,0.861116658
2993,Multiannual,4,Routh High Farm,509406,444019,53.880822,-0.337147,Chalk,loam,clay loam,1.704600216,1.470266496,283.3225678,6.699781022,0.006591874,4.741732758,101083.4608,320.6816426,119.3097972,1.564101577,2.283691645,0.800000012,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,18.98668992,66.91318719,51,0,,2015,2019,5,0.232876712,55,55,20,5,11,11,4,1.373374304,0.124021326,0.801627675
3066,Annual,1,Footherley Shallow,410345,302925,52.623982,-1.848607,Triassic Sandstone,sand,loamy sand,2.005805033,1.41028525,283.3080227,7.60476465,0.006569781,3.624385344,100010.1453,321.9928911,116.2833333,106.453392,0.852436185,5.900001526,5,90,5,1.710000038,8,87,5,1.629999995,33,0.01,1.065374249,651.1656216,501,145.0207977,,2015,2019,5,0,1826,60,20,5,365.2,12,4,3.246893072,0.292573211,0.880532075
3067,Annual,1,Footherley Deep,410345,302905,52.623802,-1.848607,Triassic Sandstone,sand,loamy sand,2.005805033,1.41028525,283.3080227,7.60476465,0.006569781,3.624385344,100010.1453,321.9928911,116.2833333,106.3433914,3.076170683,5.900001526,5,90,5,1.710000038,8,87,5,1.629999995,33,0.01,1.05232601,651.9742359,501,145.0207977,,2015,2019,5,0,1826,60,20,5,365.2,12,4,3.489598136,0.215876378,0.838808811
3077,Annual,1,Cliburn Town Bridge 1,358934,524421,54.613249,-2.637364,Carboniferous Limestone,sandy loam,sandy clay loam,2.736746986,1.338441068,282.3147418,6.999397718,0.006195126,3.368979259,99672.22874,317.9197919,115.2075853,110.4740448,2.145484209,0,9,78,13,1.600000024,23,64,13,1.429999948,30,0.14,3.592158206,30.63494726,1,0,,2015,2019,5,0.005479452,1817,60,20,5,363.4,12,4,0.34058022,0.139228468,0.746218373
3078,Annual,1,Cliburn Town Bridge 2,358929,524418,54.613222,-2.637441,Carboniferous Limestone,sandy loam,sandy clay loam,2.736746986,1.338441068,282.3147418,6.999397718,0.006195126,3.368979259,99672.22874,317.9197919,115.2075853,111.0536346,2.965365171,0,9,78,13,1.600000024,23,64,13,1.429999948,30,0.14,3.586336426,30.66033008,1,0,,2015,2019,5,0.005479452,1824,60,20,5,364.8,12,4,0.32761668,0.177838579,0.882525105
3087,Multiannual,4,Forest Camp,359390,369230,53.21855,-2.609634,Triassic Sandstone,sand,sand,2.250273823,1.444050568,283.2891665,6.877820409,0.00656402,4.427187191,100412.4033,322.6340687,115.9061747,76.55667877,5.275698662,5,4,87,9,1.730000019,4,88,8,1.74000001,33,0.01,7.138638787,305.0416448,1,0,,2015,2019,5,0.038356164,1402,60,20,5,280.4,12,4,5.642516015,0.179180207,0.892885265
3091,Multiannual,4,Forest Camp Gateway,359527,369445,53.220493,-2.607609,Triassic Sandstone,sand,sand,2.250273823,1.444050568,283.2891665,6.877820409,0.00656402,4.427187191,100412.4033,322.6340687,115.9061747,71.40744019,0.550632298,4.400001526,4,87,9,1.730000019,4,88,8,1.74000001,33,0.01,6.921341075,323.1294127,1,0,,2015,2019,5,0.021917808,1567,57,19,5,313.4,11.4,3.8,3.003786532,0.214329607,0.874966839
3128,Decadal,14,Great Ouseburn S,445753,461751,54.049685,-1.302676,Triassic Sandstone,loam,clay loam,1.870974811,1.459312997,283.1737386,7.298685801,0.006472555,4.377416926,100941.5475,320.7772953,117.4626753,21.16728592,0.760853052,6.700000763,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,5.512199825,62.66414837,251,0,,2015,2019,5,0.005479452,1824,60,20,5,364.8,12,4,5.15087557,0.191149393,0.913330596
3136,Multiannual,4,Hook House,358148,367598,53.203785,-2.628018,Triassic Sandstone,sand,sand,2.227929901,1.448275431,283.2750441,6.877820409,0.006562371,4.433555685,100366.5661,322.5716012,116.4301311,79.51822662,0.943544209,3.900001526,4,87,9,1.730000019,4,88,8,1.74000001,33,0.01,5.318129451,191.1858957,1,0,,2015,2019,5,0.482191781,1268,56,19,5,253.6,11.2,3.8,7.160933886,0.1702424,0.727964771
3249,Annual,2,Pikers Lane A,429575,283405,52.447802,-1.566271,Unallocated to aquifers,loam,clay loam,1.980613364,1.486057228,283.2804036,8.078422874,0.006557827,4.353400686,99846.92933,321.483783,118.7463025,118.7438812,2.923688412,0,22,41,37,1.399999976,29,37,34,1.350000024,300,0.00064,5.174829258,1531.037819,501,0,,2015,2019,5,0.347945205,74,48,20,5,14.8,9.6,4,4.443936099,1.949096565,0.935515549
3251,Annual,2,Pikers Lane B,429565,283405,52.447803,-1.566418,Unallocated to aquifers,loam,clay loam,1.980613364,1.486057228,283.2804036,8.078422874,0.006557827,4.353400686,99846.92933,321.483783,118.7463025,118.3353882,2.299567699,0,22,41,37,1.399999976,29,37,34,1.350000024,300,0.00064,5.164849964,1526.705635,501,0,,2015,2019,5,0.347945205,52,48,20,5,10.4,9.6,4,5.636926662,1.771058337,0.895736446
3360,Multiannual,4,Prestbury Shallow,391096,377494,53.294317,-2.135036,Triassic Sandstone,sand,sand,2.546768897,1.361759027,282.9116931,6.901916814,0.006429284,3.595291337,99736.22482,320.5378343,113.3996414,124.418251,1.5235641,15.70000458,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,1.247652304,713.0517624,101,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,8.446034603,0.180845476,0.810668667
3361,Multiannual,5,Sittingbourne,591287,164798,51.350053,0.745557,Chalk,loam,clay loam,1.447809416,1.470156461,284.4533094,7.604655088,0.00701075,3.702476273,101308.3051,323.2130651,120.9350464,2.43599987,3.28891921,0,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,27.38413861,758.91207,251,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,0.287773509,0.226030892,0.836246214
3372,Annual,1,Ropsley,500045,333785,52.892207,-0.514384,Oolites,clay,clay,1.750219061,1.503023712,283.3383856,8.170701117,0.00654039,4.479856909,100431.8706,320.8341475,118.958695,69.67005157,3.061220407,2.5,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,4.654866092,46.75532264,101,0,,2015,2019,5,0.167123288,58,58,20,5,11.6,11.6,4,17.86056881,5.63368423,0.714462666
3378,Multiannual,4,Wythenshawe Park,381770,390045,53.406891,-2.275677,Triassic Sandstone,loam,clay loam,2.486801748,1.404574153,283.4483906,6.901916814,0.006577593,3.591619393,100920.7497,323.1919025,115.4432823,32.74523544,0.6833148,6.5,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,2.199399543,3795.116632,101,0,,2015,2019,5,0.619178082,1593,53,19,5,318.6,10.6,3.8,1.441745576,0.11414323,0.866382407
3416,Annual,1,LIVERPOOL NORTH,339245,396655,53.463106,-2.916566,Triassic Sandstone,sandy loam,sandy clay loam,2.460624317,1.444523341,283.5288006,6.877820409,0.006630099,4.434400116,101098.1022,323.958377,115.311862,16.58448029,0.664932191,3.200000763,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,0.457186957,3237.758721,101,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,0.814720313,0.118194197,0.794716141
3438,Multiannual,7,High View Kimpton,428401,147621,51.227074,-1.59465,Chalk,loam,,2.074041616,1.460465746,283.8848734,8.146276078,0.006829426,3.547865473,100376.9016,322.666231,122.8283443,107.3703613,0.105370231,24.5,19,37,44,1.409999967,0,0,0,0,550,0.015,26.81146838,237.3397491,1,0,,2015,2019,5,0.109589041,1729,59,20,5,345.8,11.8,4,25.6722101,2.016604027,0.886912152
3445,Annual,1,WEST DEAN,486406,112749,50.907752,-0.772428,Chalk,loam,loam,2.671905807,1.428641268,284.1084842,6.336254195,0.006933394,4.152941563,100688.6701,322.0002465,116.8428631,53.38272095,1.917137623,4.5,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,19.41798677,90.20287372,1001,0,,2015,2019,5,0.268493151,1700,58,20,5,340,11.6,4,4.291298135,1.207495111,0.789380536
3447,Annual,1,"Knollend Down, Chalk",445400,182970,51.543802,-1.346716,Chalk,loam,,1.993263961,1.512341152,283.3729658,7.847316624,0.006636061,4.285186169,99502.72835,320.5645227,123.3079858,145.7896729,2.288139105,3.800003052,19,37,44,1.409999967,0,0,0,0,550,0.015,26.6080228,93.34928676,51,4.667307377,,2015,2019,5,0.287671233,49,49,20,5,9.8,9.8,4,20.40028514,2.967269347,0.886325851
3469,Annual,1,"Upper Lambourn, Chalk",431189,181029,51.527312,-1.551803,Chalk,loam,loam,1.917907994,1.436895359,283.3195085,7.806790904,0.006632217,3.562163118,99328.54847,320.5231485,121.5649007,137.068222,2.495629787,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,24.43502458,66.01818471,51,0,,2015,2019,5,0.054794521,1792,60,20,5,358.4,12,4,9.957931229,2.836844174,0.855507249
